year,AH1,B
2010,1169.81056496327,287.418377708064
2010,909.692239243358,598.302363793773
2010,675.152764785055,787.713686366398
2010,516.415938343385,947.572334593482
2010,285.206300017498,914.766813327561
2010,229.567898951681,938.961920083286
2010,185.589680035803,920.954528131457
2010,119.775138712585,664.46437593786
2010,153.189430608994,564.924152776572
2010,145.113272495275,708.465560169732
2010,115.426543754178,826.056795120207
2010,66.2378941658608,719.978238124803
2010,70.1868007571541,689.721137189655
2010,60.5866428089857,476.042174693568
2010,38.5308387820646,420.549605098377
2010,41.740942390003,386.365463027744
2010,52.2308905176675,299.98563140447
2010,60.5854956249432,249.025246404351
2010,56.9705537493304,180.940203833346
2010,37.0211472590754,173.47979506115
2010,22.26462994336,154.779753893999
2010,26.7385199916422,118.953840963148
2010,41.2482022734157,123.719441002093
2010,16.0514429632822,86.6740376633135
2010,23.4359338365461,113.332175458564
2010,34.1895549998384,134.486809565198
2010,39.9796065612731,115.933020643268
2010,27.485559783412,124.001600231325
2010,21.7972086772644,111.155982116639
2010,24.8243027487526,130.836513836111
2010,30.8782477626961,91.6032700310409
2010,18.9446276257435,83.0323078599274
2010,15.2504772677382,77.6659908834948
2010,19.2720425671592,59.7911874602767
2010,16.0439869989688,79.9706629882901
2010,18.9722184261554,63.7452177151126
2010,12.8847117679728,75.9253601343998
2010,19.1512397702621,76.9620885301273
2010,6.68471697238228,62.2885199479723
2010,3.47824625230511,48.1844456158362
2010,5.37663653553068,54.1318808672282
2010,7.98996367352283,51.7880460584071
2010,11.6892470298707,34.2093926303107
2010,11.7595088386581,48.9858247619183
2010,6.94954431443989,55.6161539606418
2010,7.74614142214053,68.1658318728161
2010,9.38131525313353,75.8642678209578
2010,18.1033568245358,77.9175628006353
2010,34.8494880543512,45.7007422711077
2010,57.4435591479294,66.1077548442456
2010,120.590053076505,49.7765291261276
2010,195.215844196199,63.3064612379245
2010,1974.46643307308,191.888899765822
2011,525.993848768369,88.6288931840273
2011,881.887893450197,114.02305080565
2011,1163.4448776639,89.1379713495099
2011,1121.99601848669,98.937121761169
2011,1249.47649463378,125.374509380842
2011,627.163095169227,169.307537812922
2011,435.225051944989,179.648814300138
2011,408.723367464873,175.480717416296
2011,261.446699347605,204.14942926027
2011,186.088796707651,183.993800607605
2011,104.029422324022,217.653363816068
2011,65.2763107845391,224.396693400571
2011,37.9088640972145,241.550087844069
2011,19.4012628073677,245.225166931317
2011,10.1877793303859,207.476196933263
2011,12.7200182879995,181.969489351233
2011,18.049271224179,189.883309202143
2011,4.51506844878788,135.37572608659
2011,2.88396416418551,132.451744075153
2011,23.8120441547651,105.043067759701
2011,3.11858394987682,111.555832923171
2011,0,89.9096026595799
2011,3.70819339907016,63.4858627260467
2011,4.32054099758317,48.5390348414344
2011,3.96995275285808,51.394559140151
2011,3.6251284931604,41.8083199622688
2011,1.07673933941806,42.5069187126344
2011,0,44.3397841661248
2011,0,55.6482180429903
2011,3.53449122099325,54.9688699273136
2011,0,59.6306701020841
2011,8.92223972878311,53.4902343779769
2011,0,64.1481531108293
2011,5.25906297731155,41.8218363846581
2011,5.60581115821763,54.9006732521243
2011,4.23372280673521,48.2500606723385
2011,5.88373777325227,53.7528778105605
2011,1.25980358108431,45.3583798997871
2011,1.75804722371231,61.9431959533657
2011,3.89756092531965,75.354093866763
2011,3.26791494492797,46.4603172281674
2011,3.84401745182767,48.273725074501
2011,1.7431311303464,74.0792544492252
2011,11.442400199139,78.6421777610844
2011,7.03002928359203,104.083836558033
2011,12.3615901378881,129.228646847048
2011,5.03028245705532,134.418830343892
2011,5.45113967727992,185.489705808188
2011,10.6509062262287,225.587871320795
2011,9.51466306462631,349.125785698437
2011,12.8065841796913,494.360164469775
2011,39.9744366440699,676.408889337981
2012,49.7991279977002,640.397159298185
2012,3.25118844666711,895.063865422353
2012,3.44328593727609,874.856527699191
2012,5.50324941784955,1132.41487748113
2012,2.33194957550031,875.3383333581
2012,4.39622309148034,918.58271474632
2012,3.5796135269472,1130.69773395543
2012,5.6420035707646,1296.62721594166
2012,7.24185797657969,1107.8468691559
2012,27.8317104656968,969.8231110569
2012,37.8742307373032,717.46670298814
2012,22.1489785595638,459.193507473517
2012,20.0129454119477,314.418132662662
2012,34.5199126788069,212.999463876615
2012,21.6735372726045,139.794901119187
2012,31.1324375437708,121.523650143393
2012,31.7534070124464,64.28648694308
2012,49.3317383913892,18.0166520061101
2012,9.96205318409125,31.2952601277127
2012,5.09004843597806,24.5743878202879
2012,6.69717699334148,23.8237690077777
2012,12.1200836290682,9.46194044621384
2012,15.4830145255916,15.4868804912526
2012,3.44364715177599,18.4622210820557
2012,5.77211935515897,20.9733432657915
2012,1.94798203082549,26.5272197301015
2012,0,16.4606004106098
2012,0,14.2099496302302
2012,0,11.168601193962
2012,0.997576860092365,15.6587095569448
2012,0,13.3251333400977
2012,0.851927495043528,11.3272126915829
2012,0.844603547547878,10.3260756217793
2012,0.795871700762085,21.220327464271
2012,0,14.9706033446774
2012,2.79100903378539,5.54857109009479
2012,3.05211491984682,8.76047332624294
2012,0.764938366493911,9.5091158374692
2012,0,18.4629096424358
2012,1.37722245842785,21.2498439321293
2012,0.711362271699136,8.38638658937951
2012,0,17.5747479771456
2012,1.22974802067553,12.8216379120682
2012,0.572480510211898,14.6345205635083
2012,1.14557994088292,7.70295633952342
2012,2.24799867487037,27.000832205589
2012,14.5403279962446,23.7955978658357
2012,23.2312738158061,20.1356093264601
2012,32.5512037425392,29.1421692225639
2012,66.8428774805899,24.9088800800485
2012,115.100735592218,36.5837256439815
2012,179.072233351625,54.9284701158353
2013,512.981217208098,375.757397243477
2013,430.260436519484,18.4858171530933
2013,521.989880269402,13.628016036802
2013,489.229476856414,17.5913535586079
2013,424.165742468748,15.7086291155558
2013,346.579109468363,4.13995266182714
2013,406.074851622528,11.039276865936
2013,289.254431050794,9.94568572195357
2013,277.750591206941,11.4082425292213
2013,333.613351947301,10.3994604019987
2013,322.789393213888,5.52940884767741
2013,297.435645857609,17.3592463621522
2013,261.32328552826,7.52316720664941
2013,284.130555861636,11.5281027152746
2013,256.668325968834,17.5354536104551
2013,313.85370872952,22.1689307530697
2013,271.954136571711,28.1900852554699
2013,242.676989971902,12.8299083406911
2013,185.838232287109,13.8404699246021
2013,148.152708410969,10.5545045830646
2013,110.446077718635,20.2770324302398
2013,83.9330801575281,24.9024343587882
2013,78.6220808539936,35.4603760695398
2013,69.4357274316679,10.6012672958324
2013,48.7051635388668,15.3148142056093
2013,54.199279963124,22.4608244241784
2013,51.2661170749499,18.5129871354012
2013,42.3997664866824,9.38153763187944
2013,33.3210162021504,9.91538772412731
2013,29.4255869549088,15.511333134359
2013,28.8218026607184,13.5385484137538
2013,25.9492737633651,12.46004028993
2013,24.2303807245585,20.6494664804386
2013,20.0366860845784,15.491725952805
2013,18.6455676982527,18.3961819354396
2013,19.2858930018904,33.5691852155054
2013,28.0842113060314,60.462666184291
2013,17.8889675926714,54.4362831977012
2013,12.1850419010946,37.7422510821835
2013,14.6839580262579,46.4813635274003
2013,17.6250720568667,36.3661904040727
2013,15.6099709627485,62.8429219879507
2013,21.675373173,83.7316272829711
2013,41.4019305370978,87.2938378837411
2013,50.9636869051762,83.0192109535461
2013,58.65532760219,117.234419932009
2013,75.5145098322798,146.805797861447
2013,91.6539400960987,194.673228403357
2013,127.738566195701,269.436772694383
2013,180.799341112899,324.830872362106
2013,266.786019230997,423.797920111247
2013,437.591784075004,554.428727884923
2014,327.537191314586,377.529688464128
2014,878.66860718086,690.451682266998
2014,922.04167385665,639.30466833323
2014,829.458244104283,563.257351980685
2014,941.088054578766,681.347821986207
2014,657.721449361772,547.165048308074
2014,426.614976384505,384.713785797146
2014,362.781366663736,362.755929435541
2014,335.420213375352,464.885759959228
2014,276.626606873732,462.405806492586
2014,203.707047461311,487.118310096755
2014,164.700024455217,454.428281315025
2014,141.140360604383,327.160176742444
2014,84.7827603740131,280.724830951472
2014,59.0927298024113,203.552118950293
2014,40.520832717205,188.500005827184
2014,25.1895146340708,148.614295839597
2014,24.5730510869255,124.386608745265
2014,10.7056209084667,93.1227730994687
2014,8.23428584812334,98.9696422292019
2014,3.01660173645603,71.0384937969389
2014,8.52284161829562,61.990924872887
2014,1.93665514282452,46.7552237240155
2014,8.84445305929099,38.4743025111171
2014,2.27412015917525,36.3788355529803
2014,8.0466140569248,55.0131354719681
2014,0.945199910940022,32.5772293850643
2014,4.31174720244185,43.191754072337
2014,0.96390502008664,27.1425263970635
2014,1.95152719403547,31.5253498263163
2014,0,24.0794447789094
2014,0.446246200053981,30.138315697763
2014,0,32.8703309434822
2014,0.379236694376565,23.6013247698416
2014,1.00791097319313,30.6309993659633
2014,1.2521840793814,29.1859402590483
2014,5.6881776751291,36.6354424618969
2014,1.3603627348384,37.8791245638438
2014,0.326093924463835,36.2255217447791
2014,2.21258458019945,38.0716062247062
2014,2.09999191660416,22.7548972080016
2014,2.28522914047468,18.1816435311027
2014,4.678050419604,22.4510122464926
2014,1.56210274715301,17.1943411102014
2014,1.56738439828339,19.9526639219676
2014,3.68151928528311,20.5294995618707
2014,6.40642021443004,35.6160243086963
2014,8.98747631985638,35.8197646809988
2014,6.71381426453622,35.7719841208002
2014,9.40417958091918,63.0340941673529
2014,5.09941542843309,76.8446628690366
2014,4.55083047855837,158.23795454353
2015,8.35593801157287,252.905246697288
2015,8.65320194857633,277.176872617832
2015,5.52795432946118,385.815358871105
2015,4.11632579784337,420.921938251404
2015,3.19069817832553,375.800497219361
2015,3.26187927999622,344.090416356675
2015,1.49023506895121,353.704144184422
2015,4.14904715250845,497.186599195301
2015,4.29173192687555,386.305670176223
2015,5.38842825327055,296.499313770793
2015,4.67944938240334,390.374751908716
2015,3.16205567305099,449.033359008216
2015,1.60856556056296,433.500349995068
2015,2.89279789279002,389.660497926609
2015,3.10612766772657,280.004170031227
2015,1.72820431298642,273.807647750676
2015,1.39500645164835,248.409436218083
2015,3.96953316313937,204.203329517418
2015,4.13417908890004,165.34154151502
2015,3.07981532853433,153.367159711507
2015,3.33635851632243,117.105083127655
2015,3.07600323748044,101.731966132443
2015,7.13508010632828,125.313832254455
2015,4.71950932504215,130.457433025386
2015,3.01747270782115,99.5848949275763
2015,2.98026616180955,76.7853381155634
2015,3.43596320571826,81.7164485341739
2015,5.64642006601746,75.554350612717
2015,1.86099285753906,72.3578157288039
2015,1.89497359195554,77.4638455973962
2015,0.987922383147361,63.1213626678073
2015,1.30186267772124,43.8795765417289
