year,AH3,AH1
2010,90.9082148542199,1169.81056496327
2010,70.9825093615426,909.692239243358
2010,100.82138169946,675.152764785055
2010,56.8364995866329,516.415938343385
2010,62.8188255155826,285.206300017498
2010,52.3019847613972,229.567898951681
2010,60.0235962335127,185.589680035803
2010,53.8232875293393,119.775138712585
2010,57.4061739983616,153.189430608994
2010,45.7712444798711,145.113272495275
2010,29.0736221331084,115.426543754178
2010,32.9238403277584,66.2378941658608
2010,28.7156411712888,70.1868007571541
2010,42.8319705714109,60.5866428089857
2010,32.6707228447995,38.5308387820646
2010,16.6003139381576,41.740942390003
2010,21.4600210482803,52.2308905176675
2010,14.510950318648,60.5854956249432
2010,18.0427296910721,56.9705537493304
2010,26.4602268158533,37.0211472590754
2010,12.6166928604305,22.26462994336
2010,0,26.7385199916422
2010,1.24240434193374,41.2482022734157
2010,2.16346032306044,16.0514429632822
2010,6.00805684738314,23.4359338365461
2010,21.441353601985,34.1895549998384
2010,31.1202033644591,39.9796065612731
2010,67.841108181351,27.485559783412
2010,107.350860281914,21.7972086772644
2010,153.189021195691,24.8243027487526
2010,226.548272168484,30.8782477626961
2010,358.957651426694,18.9446276257435
2010,377.279694718629,15.2504772677382
2010,508.154929412991,19.2720425671592
2010,591.322495997745,16.0439869989688
2010,811.020957395057,18.9722184261554
2010,725.105020248333,12.8847117679728
2010,734.926590866154,19.1512397702621
2010,626.84429119632,6.68471697238228
2010,461.682869119174,3.47824625230511
2010,305.747793129925,5.37663653553068
2010,260.939816406421,7.98996367352283
2010,237.027523157482,11.6892470298707
2010,247.536971391589,11.7595088386581
2010,242.187405451149,6.94954431443989
2010,194.945584955993,7.74614142214053
2010,224.914115795614,9.38131525313353
2010,262.072322708956,18.1033568245358
2010,280.914450691603,34.8494880543512
2010,265.757792785496,57.4435591479294
2010,307.427830229508,120.590053076505
2010,237.441823506745,195.215844196199
2010,132.514676804958,1974.46643307308
2011,221.214070337953,525.993848768369
2011,169.062071928572,881.887893450197
2011,133.191121454373,1163.4448776639
2011,75.3375539101721,1121.99601848669
2011,100.125253951198,1249.47649463378
2011,38.1145184854831,627.163095169227
2011,24.4007189593493,435.225051944989
2011,22.7192949663719,408.723367464873
2011,8.38549323947168,261.446699347605
2011,9.12375180097973,186.088796707651
2011,7.57666906316046,104.029422324022
2011,6.38146342773424,65.2763107845391
2011,5.46249596706283,37.9088640972145
2011,1.26002960262432,19.4012628073677
2011,4.08626664435699,10.1877793303859
2011,0,12.7200182879995
2011,6.33099691998612,18.049271224179
2011,1.563408966674,4.51506844878788
2011,5.41723684525535,2.88396416418551
2011,2.23771793610888,23.8120441547651
2011,8.90290820945681,3.11858394987682
2011,2.61127000151367,0
2011,6.71269760897802,3.70819339907016
2011,1.08710386390802,4.32054099758317
2011,2.48356723076656,3.96995275285808
2011,17.1559508833369,3.6251284931604
2011,7.20063577308336,1.07673933941806
2011,6.78565540812472,0
2011,0,0
2011,5.96131285995551,3.53449122099325
2011,7.74756137336802,0
2011,11.1673826754447,8.92223972878311
2011,14.0579372257443,0
2011,14.6155752021391,5.25906297731155
